t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg
19219,0,1,1000,0.091,-0.014
19225,1,0,999,0.008,-0.07
19232,2,2,1000,0.119,-0.126
19237,0,3,1000,0.175,0.042
19247,0,-1,998,-0.104,-0.042
19253,0,0,999,-0.048,0.042
19259,-1,0,997,-0.02,0.07
19266,0,0,1001,0.008,-0.042
19271,1,-1,999,-0.076,-0.098
19277,0,0,998,-0.02,0.042
19283,-1,0,1000,0.036,0.07
19290,0,0,999,0.036,0.042
19295,0,0,999,0.036,0.014
19301,1,3,999,0.176,-0.098
19307,-1,0,998,0.008,0.098
19314,0,0,999,-0.02,-0.042
19319,1,0,999,0.008,-0.098
19325,0,0,999,-0.02,-0.042
19334,-1,-1,1001,-0.104,0.098
19339,-1,0,999,-0.048,0.07
19345,0,0,998,0.008,-0.014
19352,0,0,1001,-0.048,-0.042
19357,-1,0,997,-0.048,0.098
19363,2,-1,999,-0.076,-0.126
19369,0,1,997,0.064,-0.014
19376,0,-1,1000,-0.104,0.042
19381,0,1,999,0.064,0.014
19387,0,0,998,0.036,-0.042
19393,0,0,998,0.036,-0.014
19400,-1,0,997,0.008,0.07
19405,-1,1,1000,0.064,0.098
19411,0,0,1000,0.036,-0.014
19417,0,2,1002,0.119,0.042
19424,-3,0,1001,0.036,0.209
19429,-2,-1,1001,-0.076,0.153
19435,0,0,998,0.036,0.014
19441,0,0,996,0.008,0.014
19448,0,0,999,0.036,-0.014
19453,0,0,1001,0.008,-0.014
19459,0,0,998,-0.02,0.014
19465,0,0,999,-0.02,0.042
19518,1,1,998,0.092,-0.098
19525,0,2,1000,0.119,0.014
19530,1,0,999,0.008,-0.07
19536,3,1,1001,0.063,-0.182
19542,-1,-1,1000,-0.104,0.07
19549,0,0,998,-0.02,0.014
19554,0,0,999,-0.02,-0.042
19560,0,0,1000,0.008,-0.014
19566,1,-2,997,-0.161,-0.07
19573,1,-1,998,-0.104,-0.07
19578,0,-1,998,-0.076,0.042
19584,0,-1,1002,-0.076,0.042
19590,0,-3,1000,-0.188,-0.014
19597,0,-1,999,-0.076,-0.014
19607,-1,0,1000,0.008,0.098
19612,1,1,1000,0.091,-0.098
19618,0,-1,999,-0.104,0.014
19624,0,0,999,-0.048,-0.014
19631,0,-1,999,-0.104,0.042
19636,0,0,1002,-0.02,0.014
19642,0,0,1003,0.035,0.014
19648,0,2,1002,0.147,0.042
19655,0,0,1000,-0.02,0.042
19660,0,0,998,0.036,0.042
19666,-2,-2,1001,-0.132,0.153
19672,-3,0,1000,-0.048,0.182
19679,0,1,1000,0.064,0.042
19685,0,0,1001,-0.02,0.042
19691,2,0,997,0.008,-0.126
19698,1,1,997,0.092,-0.098
19703,-3,1,999,0.064,0.182
19709,1,-2,1001,-0.16,-0.07
19715,0,-1,1000,-0.076,-0.014
19722,0,0,996,0.036,-0.042
19727,1,0,1000,0.008,-0.07
19733,0,0,1000,-0.02,-0.042
19742,0,0,1002,0.036,-0.014
19748,-1,1,999,0.092,0.098
19754,-1,0,998,0.036,0.07
19761,0,-1,1000,-0.076,0.014
19766,0,0,996,0.008,0.042
19772,-1,-2,1000,-0.132,0.07
19778,-1,0,996,-0.048,0.07
19785,-2,0,998,-0.048,0.126
19790,0,0,999,0.036,0.042
19796,-2,0,1000,-0.048,0.126
19802,0,0,1000,0.036,0.014
19809,0,-1,1000,-0.104,-0.014
19814,1,0,998,0.008,-0.098
19820,0,0,999,0.036,-0.042
19826,0,0,1000,-0.02,0.042
19833,0,1,999,0.064,0.042
19838,0,1,996,0.064,0.014
19849,0,-1,999,-0.076,-0.042
19854,1,0,998,0.036,-0.07
19860,-2,0,1000,0.036,0.126
19867,0,0,998,0.036,0.014
19872,0,0,999,-0.048,0.014
19878,-2,0,1000,0.008,0.154
19884,-2,0,999,-0.02,0.126
19891,1,-1,999,-0.076,-0.07
19896,1,0,1000,-0.048,-0.07
19902,0,0,998,-0.048,0.014
19908,0,-2,999,-0.16,0.014
19915,0,0,1000,-0.02,0.042
19920,-2,0,1000,-0.02,0.126
19926,1,-2,999,-0.132,-0.098
19932,0,0,1001,-0.02,-0.042
19939,-1,0,1002,-0.048,0.097
19944,0,2,1000,0.147,-0.042
19950,-1,2,1001,0.147,0.098
19956,-1,1,998,0.064,0.098
19963,-1,0,1000,0.008,0.07
19972,-1,1,1000,0.091,0.07
19978,0,1,999,0.092,0.042
19984,0,1,999,0.092,0.014
19991,0,1,1000,0.091,0.042
19996,-1,0,1000,0.036,0.098
20002,0,0,1001,0.036,0.042
20008,-2,-1,999,-0.104,0.126
20015,-1,0,999,-0.02,0.098
20020,-1,0,998,0.036,0.07
20026,0,0,1000,-0.02,0.042
20032,0,0,1002,-0.02,0.042
20039,1,1,999,0.092,-0.07
20044,0,0,1001,0.008,0.014
20050,0,-1,999,-0.076,0.042
20056,-2,-1,999,-0.076,0.154
20063,0,1,1002,0.091,0.014
20068,-1,-1,1000,-0.076,0.098
20074,-1,-2,1002,-0.16,0.07
20080,0,0,997,0.036,0.042
20092,0,0,999,-0.048,0.014
20098,0,0,997,0.008,0.042
20104,1,1,1002,0.091,-0.098
20110,0,-1,1001,-0.076,0.014
20117,0,0,998,-0.048,-0.014
20122,0,0,999,0.036,-0.042
20128,0,0,999,0.008,0.014
20134,0,0,998,-0.02,0.014
20141,-2,0,999,-0.048,0.126
20146,0,-1,999,-0.104,0.042
20152,1,0,1001,-0.048,-0.07
20158,0,1,1001,0.063,0.014
20165,0,0,1000,-0.02,0.014
20170,1,-1,998,-0.104,-0.098
20176,1,0,999,0.036,-0.07
20182,0,0,1001,-0.048,-0.042
20189,-1,0,998,-0.048,0.098
20194,0,0,1000,0.036,-0.042
20203,-1,-2,1000,-0.132,0.07
20209,0,0,1001,-0.02,0.042
20215,1,0,1000,0.036,-0.098
20222,1,-1,999,-0.076,-0.098
20227,0,0,1001,-0.02,-0.042
20233,0,-1,999,-0.076,0.014
20239,-2,0,999,0.036,0.154
20246,0,1,1001,0.063,-0.042
20252,-1,0,1001,-0.048,0.07
20258,1,0,1000,0.036,-0.07
20265,0,1,998,0.064,0.042
20270,0,0,999,0.008,-0.014
20276,0,-3,1000,-0.216,0.042
20282,1,0,999,-0.02,-0.07
20289,0,1,997,0.064,0.042
20294,1,0,1002,-0.048,-0.07
20300,0,-1,1000,-0.076,0.014
20306,0,0,1001,0.036,-0.014
20313,-1,0,998,0.008,0.07
20319,-3,0,1000,0.036,0.181
20326,0,-1,1000,-0.104,-0.042
20334,0,0,1002,0.035,-0.014
20339,0,0,1001,0.036,-0.042
20345,0,1,1000,0.064,-0.042
20352,0,-2,1000,-0.132,0.042
20357,0,-1,1001,-0.076,0.014
20363,1,0,1000,-0.02,-0.098
20369,0,-2,1001,-0.132,-0.042
20376,-2,1,999,0.064,0.126
20381,0,0,998,-0.02,0.014
20387,-1,1,999,0.064,0.07
20393,-2,-1,1001,-0.076,0.153
20400,0,-1,998,-0.104,0.014
20405,0,1,999,0.064,-0.042
20411,0,-1,999,-0.076,0.042
20417,-2,0,999,-0.048,0.154
20472,1,-1,1000,-0.104,-0.07
20478,0,0,1001,0.008,0.042
20484,0,1,1001,0.063,-0.014
20491,0,0,1001,-0.02,0.014
20496,0,-1,1000,-0.104,0.014
20502,1,1,1000,0.064,-0.07
20508,-2,-1,998,-0.076,0.154
20515,0,0,1000,-0.02,-0.042
20520,0,0,1001,0.036,-0.014
20526,3,1,1000,0.064,-0.182
20532,1,1,999,0.092,-0.07
20539,0,2,998,0.148,-0.014
20545,0,0,997,0.036,-0.014
20551,1,-1,999,-0.076,-0.07
20557,-1,-3,1003,-0.187,0.07
20564,-1,0,999,-0.02,0.07
20569,-2,0,996,-0.048,0.126
20575,0,0,1002,0.008,0.014
20581,1,2,1002,0.119,-0.07
20588,0,1,1002,0.091,-0.014
20593,0,2,999,0.12,0.042
20599,-1,2,997,0.12,0.07
20610,-3,-1,998,-0.076,0.21
20616,1,0,998,-0.02,-0.098
20621,0,0,999,-0.048,0.014
20627,-1,0,1001,-0.048,0.07
20633,0,-1,999,-0.104,0.042
20640,-2,0,999,-0.02,0.126
20646,0,-2,999,-0.132,-0.014
20651,-1,-1,999,-0.104,0.07
20657,0,0,999,0.036,0.014
20664,-2,1,999,0.064,0.154
20669,0,0,1000,-0.02,-0.014
20675,0,-1,999,-0.076,0.042
20681,0,0,1000,-0.048,0.042
20688,0,0,998,0.008,-0.042
20694,-1,0,1002,-0.02,0.07
20703,1,1,1000,0.064,-0.098
20708,0,0,1000,0.008,-0.014
20714,0,0,1001,0.008,-0.014
20720,0,1,999,0.064,-0.014
20727,-2,-2,999,-0.132,0.126
20732,-1,0,997,0.036,0.07
20738,2,0,1001,-0.02,-0.154
20744,0,0,1000,0.036,-0.042
20751,0,-1,1000,-0.104,-0.042
20756,0,-2,1000,-0.16,-0.042
20762,-1,-3,1000,-0.188,0.098
20768,0,0,999,-0.02,-0.042
20775,0,0,1000,-0.048,-0.042
20780,0,0,1000,-0.02,-0.042
20786,-2,2,1001,0.119,0.153
20792,-2,0,1000,0.008,0.126
20799,0,1,1000,0.064,-0.014
20806,-1,0,1000,0.036,0.07
20811,-1,-2,998,-0.132,0.098
20818,0,0,998,0.008,0.042
20823,0,-3,999,-0.216,0.042
20829,0,0,998,0.008,-0.014
20835,0,0,999,-0.048,-0.014
20842,-1,1,998,0.064,0.07
20853,0,0,1000,0.008,0.014
20858,0,3,1003,0.203,0.042
20864,0,1,1001,0.091,0.042
20871,-1,0,998,0.036,0.098
20876,0,-1,998,-0.076,0.014
20882,0,0,999,0.008,-0.042
20888,-2,3,1001,0.175,0.126
20895,-1,2,1001,0.119,0.07
20900,-1,0,1000,-0.02,0.07
20906,0,0,997,-0.048,-0.014
20912,0,0,999,0.036,0.014
20919,0,2,998,0.12,0.042
20927,2,0,998,0.036,-0.126
20934,0,0,999,-0.02,0.042
20939,0,1,998,0.064,-0.042
20946,0,0,998,-0.048,0.042
20951,-1,0,998,-0.02,0.07
20958,0,1,1002,0.063,0.042
20963,0,0,999,0.036,0.014
20969,0,-2,999,-0.16,-0.014
20975,0,0,999,-0.02,0.042
20982,0,-2,997,-0.132,0.014
20987,0,-1,998,-0.104,-0.014
20993,1,0,1001,-0.02,-0.07
20999,0,-1,1000,-0.076,0.014
21006,-1,0,998,0.008,0.07
21011,0,2,1001,0.147,0.042
21017,1,-1,1000,-0.076,-0.098
21023,2,1,999,0.064,-0.154
21030,0,1,998,0.064,-0.014
21035,-1,0,1000,-0.02,0.07
21041,0,1,998,0.092,-0.014
21047,-1,0,999,0.008,0.098
21054,1,0,1000,-0.02,-0.07
21059,1,0,1002,0.008,-0.07
21065,-1,0,999,0.008,0.07
21071,0,0,1003,0.035,0.042
21078,0,0,1000,-0.02,0.042
21083,0,0,998,0.008,0.014
21093,0,0,997,-0.048,0.042
21098,-1,-2,1001,-0.132,0.07
21104,0,1,1001,0.063,-0.014
21111,1,2,999,0.12,-0.07
21116,2,0,999,0.008,-0.154
21122,2,0,998,-0.02,-0.126
21128,-1,0,1000,0.036,0.07
21135,2,1,999,0.092,-0.126
21140,0,1,999,0.064,0.014
21146,0,1,999,0.064,-0.014
21155,0,0,1002,0.008,-0.042
21161,0,0,999,-0.02,-0.014
21167,-1,1,1001,0.091,0.098
21174,0,1,999,0.092,0.042
21179,-1,0,999,0.008,0.098
21185,0,1,998,0.092,-0.014
21191,0,0,999,0.036,-0.014
21198,0,0,999,-0.048,-0.014
21203,0,0,1001,0.036,-0.042
21209,-1,-2,999,-0.132,0.07
21215,0,-1,999,-0.076,-0.014
21222,-2,-4,998,-0.244,0.126
21227,-1,1,998,0.092,0.07
21233,0,0,1000,0.008,0.014
21239,0,-1,999,-0.076,-0.014
21246,0,0,1000,0.008,0.014
21252,0,0,999,0.036,0.042
21258,0,0,998,-0.048,0.014
21265,-2,0,1001,0.008,0.153
21270,0,1,998,0.092,0.014
21276,0,1,999,0.092,0.014
21282,1,0,1000,0.036,-0.07
21289,0,0,998,0.008,-0.014
21294,0,2,1002,0.147,0.014
21300,-2,2,999,0.12,0.154
21306,0,0,999,-0.048,0.042
21313,0,0,999,-0.048,-0.014
21319,0,-2,998,-0.132,0.042
21325,1,0,998,-0.048,-0.098
21333,0,0,998,-0.02,-0.014
21339,0,0,1000,0.008,0.014
21345,0,-1,999,-0.076,-0.014
21352,1,1,997,0.064,-0.07
21357,-2,0,999,0.008,0.126
21363,1,0,1000,0.008,-0.07
21369,1,0,999,0.008,-0.07
21376,-1,-1,1002,-0.076,0.07
21433,-2,0,1001,0.036,0.126
21439,0,0,1002,-0.02,0.042
21445,0,-1,1000,-0.076,-0.042
21451,-1,0,1000,0.036,0.098
21458,-1,0,1000,0.036,0.07
21463,0,2,995,0.12,0.042
21469,-2,0,1000,-0.02,0.126
21475,-1,1,1000,0.091,0.098
21482,-1,2,999,0.12,0.07
21487,-2,1,998,0.064,0.126
21493,-1,0,998,-0.02,0.07
21499,0,2,998,0.12,0.014
21506,-2,0,1001,0.036,0.153
21511,-1,0,1000,-0.02,0.07
21517,0,0,1001,0.036,-0.014
21523,0,0,1000,0.008,-0.014
21530,0,0,999,-0.048,0.014
21535,0,0,999,0.008,0.014
21541,0,-1,1000,-0.076,0.042
21547,-1,0,1001,0.008,0.07
21554,-3,0,997,0.008,0.182
21559,0,3,1000,0.175,-0.014
21565,0,1,1000,0.091,-0.014
21571,0,0,1000,0.036,0.014
21578,0,-1,999,-0.076,0.042
21583,1,1,999,0.064,-0.07
21589,-1,-1,999,-0.076,0.07
21595,-1,-1,998,-0.104,0.07
21602,0,-2,999,-0.132,-0.014
21612,-1,0,1001,-0.02,0.07
21618,0,0,998,-0.02,0.014
21624,-1,0,1000,0.008,0.098
21631,1,0,999,0.036,-0.098
21636,0,1,1000,0.091,0.042
21642,1,2,999,0.147,-0.07
21648,0,-1,999,-0.104,0.042
21655,0,0,1001,0.036,-0.042
21664,-2,0,999,0.036,0.126
21670,1,0,1001,-0.02,-0.07
21676,0,0,1001,-0.02,0.014
21683,0,0,999,-0.048,0.014
21688,2,0,999,-0.048,-0.126
21694,0,-2,1000,-0.132,0.014
21700,1,1,999,0.092,-0.07
21707,1,0,998,-0.02,-0.098
21713,0,0,1001,0.008,0.042
21718,1,0,1000,-0.02,-0.07
21724,0,-1,999,-0.076,0.042
21730,-2,-1,999,-0.104,0.154
21736,0,1,998,0.064,0.042
21742,0,0,1001,-0.02,-0.014
21748,0,0,1000,0.008,0.042
21754,0,0,999,0.008,0.014
21761,-1,0,998,0.036,0.07
21766,0,-1,1000,-0.076,-0.014
21772,0,1,999,0.064,-0.014
21778,-1,0,997,0.008,0.098
21785,1,1,998,0.064,-0.098
21790,1,0,998,0.008,-0.098
21796,-1,0,996,-0.048,0.098
21802,-1,0,997,0.036,0.07
21809,0,0,998,-0.02,-0.014
21814,0,-1,1001,-0.076,-0.014
21820,0,0,1001,0.036,0.014
21826,-1,0,999,-0.048,0.098
21833,-1,-1,1001,-0.104,0.098
21838,-2,0,1001,0.008,0.153
21844,0,1,1000,0.091,0.042
21853,-1,0,999,-0.02,0.07
21858,0,2,1000,0.147,-0.042
21864,-1,0,999,0.008,0.07
21871,0,-2,999,-0.132,0.042
21876,0,0,1001,-0.02,0.014
21882,-2,-2,1001,-0.132,0.153
21892,-1,0,998,0.008,0.07
21898,-1,1,1000,0.064,0.07
21905,0,-2,999,-0.132,0.014
21910,1,-2,1001,-0.132,-0.07
21916,1,2,998,0.12,-0.098
21922,0,0,999,-0.048,0.042
21929,-1,-2,999,-0.132,0.07
21934,0,-1,999,-0.104,-0.014
21940,1,0,997,0.008,-0.098
21946,-1,0,999,-0.048,0.098
21953,0,0,1000,0.008,-0.014
21958,0,-1,999,-0.104,-0.042
21964,0,-1,998,-0.076,-0.014
21970,0,0,998,0.008,0.014
21977,1,0,1001,-0.048,-0.098
21982,0,0,999,-0.048,-0.014
21988,0,0,1000,0.008,-0.042
21994,-3,0,1001,0.008,0.181
22001,1,-1,1002,-0.076,-0.098
22006,0,2,1001,0.147,-0.014
22012,0,0,1000,-0.02,0.042
22018,1,0,1000,-0.048,-0.07
22025,0,-2,1001,-0.132,-0.042
22030,0,1,1001,0.063,-0.042
22036,0,0,998,0.036,-0.014
22042,0,0,998,0.008,-0.042
22049,0,0,997,0.008,0.014
22054,0,1,999,0.064,0.042
22060,0,0,999,-0.02,0.042
22066,-1,0,1000,-0.048,0.07
22073,-1,-3,999,-0.216,0.07
22079,0,0,999,-0.02,0.014
22085,-2,1,999,0.092,0.126
22093,-1,0,999,0.036,0.098
22099,0,0,999,0.008,0.042
22106,-1,0,999,-0.02,0.07
22114,0,1,999,0.064,0.014
22121,-2,3,997,0.176,0.126
22126,0,0,997,0.036,0.014
22132,-1,0,998,0.008,0.098
22138,-2,1,998,0.064,0.126
22145,-1,-1,999,-0.104,0.07
22150,0,0,999,0.036,0.042
22156,2,0,1001,0.036,-0.126
22162,0,0,998,-0.02,-0.014
22169,0,-2,1000,-0.16,0.014
22174,-1,0,999,-0.02,0.07
22180,0,-1,1001,-0.076,0.014
22186,0,-1,997,-0.105,-0.014
22193,2,-1,998,-0.076,-0.126
22199,0,0,1001,0.036,0.014
22205,-2,0,1000,0.008,0.154
22212,-1,2,1000,0.119,0.07
22217,1,0,1000,0.008,-0.07
22223,-2,-2,1001,-0.132,0.153
22229,0,1,999,0.092,-0.014
22236,-3,0,999,0.036,0.182
22241,0,0,1000,0.008,-0.014
22247,-1,-1,999,-0.076,0.07
22253,1,-1,1001,-0.104,-0.098
22260,0,0,1000,-0.048,-0.042
22266,0,-1,997,-0.076,0.042
22271,0,0,1000,-0.02,0.014
22277,-1,-1,1001,-0.076,0.07
22284,-1,0,1000,0.036,0.098
22289,0,0,1000,0.036,-0.014
22295,-1,0,999,-0.048,0.098
22301,-1,0,999,0.008,0.07
22308,0,0,1000,-0.048,-0.042
22314,0,-1,1000,-0.104,0.014
22319,0,1,1000,0.064,0.014
22325,0,0,1001,-0.02,-0.042
22335,0,0,999,-0.048,0.042
22388,-1,0,998,-0.048,0.098
22393,-1,0,999,-0.048,0.07
22400,0,0,998,-0.048,0.042
22406,-1,0,1002,-0.02,0.097
22411,-1,0,1002,-0.048,0.098
22417,0,1,1001,0.091,0.014
22424,-1,1,998,0.064,0.098
22429,0,0,1001,-0.02,0.014
22435,0,1,1000,0.064,-0.042
22441,-1,0,1000,0.008,0.07
22448,0,0,999,-0.048,-0.042
22453,-1,0,1000,-0.02,0.098
22459,1,0,1000,0.036,-0.07
22465,0,0,996,-0.048,-0.042
22472,-1,0,999,-0.02,0.07
22477,-1,0,997,-0.02,0.098
22483,-1,-1,999,-0.076,0.098
22489,0,0,998,0.036,0.042
22496,0,0,1002,0.036,0.042
22501,-1,2,1001,0.119,0.07
22507,-1,-2,1001,-0.16,0.07
22513,0,0,999,-0.02,0.042
22520,-1,0,998,-0.02,0.098
22526,-2,0,1000,-0.048,0.154
22532,0,0,1000,-0.048,0.014
22539,1,-1,999,-0.076,-0.07
22546,-1,-1,1000,-0.104,0.098
22551,0,0,999,-0.02,-0.014
22558,0,-1,998,-0.076,0.042
22563,0,0,998,0.008,0.014
22569,-1,-2,999,-0.16,0.07
22575,0,0,997,0.008,-0.042
22582,0,1,1000,0.064,-0.014
22587,0,-1,999,-0.104,-0.014
22593,0,0,998,-0.02,0.014
22599,0,0,1000,-0.048,-0.042
22613,0,0,999,-0.02,-0.014
22619,2,-1,999,-0.104,-0.126
22626,0,-1,998,-0.104,-0.014
22631,1,1,1001,0.063,-0.098
22637,2,0,999,0.036,-0.154
22643,0,2,1002,0.147,0.014
22650,1,0,999,-0.02,-0.098
22655,0,0,1000,0.036,0.042
22661,-1,-2,999,-0.132,0.07
22667,2,2,998,0.12,-0.126
22674,-2,0,999,-0.02,0.126
22679,0,0,999,-0.02,-0.042
22685,0,0,1000,0.036,0.042
22691,0,0,1000,0.008,0.042
22698,-2,0,999,0.036,0.126
22703,0,2,1000,0.147,-0.042
22709,-2,2,1000,0.119,0.126
22715,0,2,999,0.148,0.042
22722,-1,0,1000,0.008,0.098
22727,0,0,1000,-0.02,0.042
22733,0,-1,1001,-0.104,0.042
22739,0,0,1001,0.036,0.014
22746,-3,0,1000,-0.02,0.209
22752,0,0,1000,-0.02,0.014
22758,0,-1,1001,-0.076,0.014
22765,-2,0,998,0.008,0.126
22770,0,0,998,0.036,0.042
22776,-1,0,998,-0.02,0.07
22782,0,0,1003,-0.02,0.014
22789,1,-2,1000,-0.132,-0.07
22794,0,-1,1001,-0.104,-0.042
22800,1,0,1000,0.008,-0.07
22806,0,-2,998,-0.132,0.042
22813,-3,-2,1000,-0.16,0.181
22818,0,0,999,-0.048,0.014
22824,0,0,1000,-0.048,0.014
22830,-2,-1,998,-0.076,0.154
22840,1,0,998,0.036,-0.07
22852,0,0,1000,0.008,0.042
22858,-1,1,999,0.064,0.098
22864,0,0,999,-0.02,0.042
22871,1,0,998,-0.02,-0.07
22876,0,0,999,0.036,-0.042
22882,-1,-1,1000,-0.076,0.07
22888,0,-1,998,-0.104,-0.042
22895,0,-1,999,-0.104,0.042
22900,0,0,1000,-0.02,-0.014
22906,0,0,998,-0.02,0.014
22912,0,-1,999,-0.076,0.042
22919,0,-1,1000,-0.104,0.014
22925,2,-1,1001,-0.104,-0.154
22931,2,0,1000,-0.02,-0.154
22938,0,-3,999,-0.188,-0.014
22943,0,0,1000,0.008,0.014
22949,0,-2,1000,-0.132,-0.014
22955,0,-1,1000,-0.076,0.014
22962,0,0,1000,0.036,-0.042
22967,0,0,1001,-0.048,0.042
22973,0,1,1001,0.063,-0.014
22979,-1,0,1000,0.036,0.07
22986,-3,0,1000,0.036,0.209
22992,0,0,999,0.036,-0.042
22998,0,0,1001,0.008,0.014
23005,0,1,1000,0.064,-0.014
23010,2,-2,998,-0.132,-0.126
23016,0,0,1000,0.036,-0.042
23022,1,2,1000,0.119,-0.07
23029,0,0,999,-0.02,0.042
23034,0,0,1000,-0.048,0.042
23040,1,0,998,0.008,-0.07
23046,-2,0,999,-0.02,0.154
23053,-1,0,999,0.036,0.098
23059,-1,0,1000,-0.02,0.098
23069,0,0,1000,-0.048,-0.014
23075,0,0,1001,-0.048,0.042
23082,1,-2,1000,-0.132,-0.098
23092,-1,0,998,-0.048,0.07
23097,0,0,998,-0.02,0.014
23103,-1,0,1001,-0.048,0.07
23109,0,-1,998,-0.076,-0.014
23116,0,0,998,0.008,0.042
23121,0,3,999,0.203,0.042
23127,-2,0,1000,0.036,0.126
23133,0,0,998,0.008,0.014
23140,-4,0,998,0.036,0.238
23146,0,0,999,0.036,-0.042
23151,0,-1,1000,-0.076,0.014
23157,0,0,997,-0.02,-0.014
23164,0,0,1001,0.036,0.042
23169,-2,0,998,0.008,0.154
23175,1,0,999,0.008,-0.098
23181,0,-2,999,-0.132,-0.014
23188,-1,0,999,0.008,0.07
23193,-2,0,998,0.008,0.154
23199,0,0,998,-0.048,0.042
23205,0,2,999,0.12,0.042
23212,-1,0,998,-0.02,0.07
23217,1,-2,998,-0.132,-0.07
23223,0,-1,999,-0.076,-0.042
23229,-1,-2,1001,-0.132,0.07
23236,0,0,999,-0.02,-0.014
23241,-1,0,1002,0.036,0.098
23247,1,0,999,0.036,-0.098
23253,0,-1,1000,-0.076,-0.042
23260,1,0,1000,-0.02,-0.07
23265,0,-1,999,-0.076,-0.014
23271,-1,-1,999,-0.076,0.098
23277,-1,-1,1000,-0.076,0.07
23284,2,0,1001,-0.048,-0.126
23289,0,-1,999,-0.104,0.014
23345,0,0,999,-0.048,-0.014
23352,-1,-1,997,-0.076,0.07
23357,0,-1,1000,-0.076,0.042
23363,-2,0,998,0.008,0.154
23372,-2,0,1000,-0.02,0.126
23377,-3,1,1000,0.064,0.182
23383,0,0,1002,0.008,0.014
23390,-1,0,998,-0.02,0.098
23395,0,0,1001,0.008,-0.014
23401,0,-1,1001,-0.104,-0.042
23407,-2,-1,999,-0.076,0.154
23414,0,-1,999,-0.076,-0.014
23419,0,-1,999,-0.076,-0.014
23426,0,0,1000,-0.02,-0.014
23431,0,1,996,0.092,0.042
23438,0,0,998,-0.02,-0.014
23443,0,0,997,0.008,-0.014
23449,0,0,999,-0.048,-0.014
23455,1,0,998,0.008,-0.098
23462,0,-1,998,-0.104,0.042
23467,0,2,1000,0.119,-0.042
23473,-1,0,1000,-0.048,0.098
23479,0,0,1000,0.008,-0.014
23486,0,0,999,0.036,0.014
23492,-2,1,998,0.064,0.126
23498,-1,0,1001,0.036,0.098
23505,-1,0,1001,0.036,0.07
23510,0,1,1000,0.064,-0.042
23516,0,1,998,0.064,0.014
23522,1,-1,997,-0.104,-0.098
23529,1,-1,1001,-0.076,-0.098
23534,0,-1,1000,-0.104,-0.042
23540,1,1,1001,0.063,-0.07
23546,0,0,999,-0.048,0.042
23553,0,0,999,-0.02,-0.014
23559,0,0,1001,-0.02,0.014
23569,0,-1,1000,-0.076,0.042
23575,0,0,1003,0.035,-0.014
23582,0,0,1002,-0.048,-0.042
23587,0,0,1002,-0.048,0.042
23593,1,0,1001,0.036,-0.07
23599,0,-2,1000,-0.132,0.014
23611,1,-2,998,-0.16,-0.098
23616,0,0,997,0.036,0.042
23622,0,0,998,0.008,0.042
23628,2,0,1001,0.036,-0.126
23635,-2,-1,997,-0.105,0.126
23640,-1,1,999,0.064,0.07
23646,1,0,997,0.036,-0.098
23652,0,0,1000,0.008,-0.042
23659,0,0,1000,-0.02,-0.014
23665,1,0,1001,0.008,-0.07
23671,0,4,999,0.259,0.042
23678,0,2,1001,0.147,0.042
23683,0,0,997,0.036,-0.014
23689,0,0,1000,-0.02,0.042
23695,1,-1,999,-0.104,-0.098
23702,0,0,998,-0.048,0.042
23707,0,0,998,-0.048,0.042
23713,0,-1,999,-0.104,0.014
23719,0,-1,999,-0.076,-0.014
23726,0,0,999,0.036,0.042
23732,-3,-2,999,-0.132,0.21
23738,-2,-1,999,-0.076,0.154
23744,0,-3,999,-0.188,0.014
23751,-2,1,999,0.064,0.154
23756,0,0,998,-0.048,0.042
23762,0,0,999,0.036,0.042
23768,-1,2,998,0.12,0.07
23775,0,0,999,-0.02,0.042
23780,-1,1,1000,0.064,0.07
23786,0,-1,997,-0.076,-0.014
23792,0,2,999,0.147,0.042
23803,0,0,999,0.008,0.014
23809,1,0,997,-0.02,-0.07
23815,0,-2,997,-0.132,-0.014
23821,0,0,998,-0.02,-0.014
23828,0,0,1000,0.008,0.014
23833,-1,-1,1000,-0.076,0.07
23839,2,0,1001,0.008,-0.154
23846,1,0,998,-0.048,-0.098
23857,0,1,1000,0.064,0.042
23863,2,0,1002,0.036,-0.126
23869,-1,0,998,0.008,0.07
23876,1,-2,1001,-0.132,-0.07
23881,1,-1,1001,-0.104,-0.07
23887,0,0,999,0.036,-0.042
23893,1,0,1001,-0.048,-0.07
23900,0,1,1001,0.063,0.014
23905,0,3,999,0.175,0.014
23911,0,1,1000,0.064,0.042
23917,-1,0,1000,0.008,0.07
23924,0,2,999,0.12,0.042
23929,0,-3,999,-0.188,-0.042
23935,-1,-4,1001,-0.244,0.07
23941,1,1,1000,0.091,-0.07
23948,-1,1,1001,0.063,0.098
23953,0,0,1000,-0.02,-0.042
23959,0,2,1000,0.147,0.014
23965,-1,0,999,-0.048,0.07
23972,0,1,998,0.064,0.042
23977,-1,1,997,0.064,0.07
23983,-1,0,997,-0.02,0.07
23989,0,0,997,0.036,0.014
23996,1,-1,1001,-0.076,-0.098
24001,2,0,1000,-0.02,-0.126
24007,-1,-1,1000,-0.076,0.07
24013,0,0,998,0.036,0.014
24020,-1,-1,998,-0.104,0.07
24029,-1,-2,1001,-0.16,0.07
24035,0,-2,999,-0.16,-0.014
